timestamp,signal_type,price,rsi,ema_20,ema_50,vwap,atr
2025-02-28T10:15:01.628160,BREAKOUT,22262.15,30.35752051999542,22298.628668224384,22390.72734875943,nan,21.917857142857297
2025-02-28T10:16:00.892626,BREAKOUT,22262.15,30.35752051999542,22298.628668224384,22390.72734875943,nan,21.917857142857297
2025-02-28T10:17:01.327159,BREAKOUT,22265.5,31.747580935840915,22295.47355696492,22385.81647233749,nan,20.892857142857142
2025-02-28T10:18:01.747873,BREAKOUT,22268.35,32.887213306294,22295.74498553635,22385.928237043372,nan,21.125
2025-02-28T10:19:00.988875,BREAKOUT,22268.35,32.887213306294,22295.74498553635,22385.928237043372,nan,21.125
2025-02-28T10:20:01.062045,BREAKOUT,22286.55,39.800018195163574,22294.869272628126,22382.031051276965,nan,20.139285714285766
2025-02-28T10:21:00.697743,BREAKOUT,22278.85,37.05708509326284,22294.135939294792,22381.729090492652,nan,20.382142857143013
2025-02-28T10:22:01.043383,BREAKOUT,22278.85,37.05708509326284,22294.135939294792,22381.729090492652,nan,20.382142857143013
2025-02-28T10:23:00.564572,BREAKOUT,22273.5,35.83534674206567,22292.170611742906,22377.48481243412,nan,19.828571428571326
2025-02-28T10:28:38.585250,BREAKOUT,22279.05,,,,,37.67042580942241,22291.731006996415,22373.978795183724,nan,19.43928571428582
2025-02-28T10:29:00.828438,BREAKOUT,22276.45,,,,,36.99483184205172,22290.275672996755,22370.15413654907,nan,18.971428571428728
2025-02-28T10:30:01.197469,BREAKOUT,22272.1,,,,,35.91712001611154,22289.86138728247,22369.983548313776,nan,18.971428571428728
2025-02-28T10:31:00.543410,BREAKOUT,22272.1,,,,,35.91712001611154,22289.86138728247,22369.983548313776,nan,18.971428571428728
